breath,clock,start_s,peak_s,end_s,inhale_dur_s,exhale_dur_s,cycle_dur_s,rate_bpm,ie_ratio,duty_cycle,inhale_amp_norm,exhale_amp_norm,inhale_amp_raw,inhale_slope_norm,exhale_slope_norm,onset_level,peak_level,offset_level,n_holds,hold_dur_s,event_marker,phase,condition
1194,2025-08-08 17:00:21.219000,4015.95,4017.1,4018.7,1.15,1.6,2.75,21.818,0.7188,0.4182,0.349,-0.3387,4.3719,0.3034,-0.2117,-0.0012,0.3478,0.009,1,0.25,sart_6,sart_6,unmarked
1195,2025-08-08 17:00:24.003000,4018.7,4019.85,4021.55,1.15,1.7,2.85,21.053,0.6765,0.4035,0.3076,-0.3167,3.8537,0.2675,-0.1863,0.009,0.3166,-0.0,0,0.0,sart_6,sart_6,unmarked
1196,2025-08-08 17:00:26.922000,4021.55,4022.65,4024.05,1.1,1.4,2.5,24.0,0.7857,0.44,0.3045,-0.2922,3.8147,0.2768,-0.2087,-0.0,0.3045,0.0123,0,0.0,sart_6,sart_6,unmarked
1197,2025-08-08 17:00:29.323000,4024.05,4025.35,4027.15,1.3,1.8,3.1,19.355,0.7222,0.4194,0.3131,-0.2941,3.9227,0.2409,-0.1634,0.0123,0.3254,0.0313,1,0.45,sart_6,sart_6,unmarked
1198,2025-08-08 17:00:32.506000,4027.15,4027.95,4030.05,0.8,2.1,2.9,20.69,0.381,0.2759,0.2459,-0.3028,3.0805,0.3074,-0.1442,0.0313,0.2772,-0.0256,1,0.5,sart_6,sart_6,unmarked
1199,2025-08-08 17:00:35.424000,4030.05,4031.15,4033.25,1.1,2.1,3.2,18.75,0.5238,0.3437,0.3105,-0.2819,3.8897,0.2822,-0.1342,-0.0256,0.2849,0.003,1,0.6,sart_6,sart_6,unmarked
1200,2025-08-08 17:00:38.597000,4033.25,4034.5,4036.2,1.25,1.7,2.95,20.339,0.7353,0.4237,0.3318,-0.335,4.1568,0.2654,-0.1971,0.003,0.3348,-0.0003,0,0.0,sart_6,sart_6,unmarked
1201,2025-08-08 17:00:41.515000,4036.2,4037.35,4038.95,1.15,1.6,2.75,21.818,0.7188,0.4182,0.303,-0.301,3.7967,0.2635,-0.1881,-0.0003,0.3028,0.0017,0,0.0,sart_6,sart_6,unmarked
1202,2025-08-08 17:00:44.302000,4038.95,4040.05,4041.75,1.1,1.7,2.8,21.429,0.6471,0.3929,0.2972,-0.3071,3.7236,0.2702,-0.1806,0.0017,0.299,-0.0081,0,0.0,sart_6,sart_6,unmarked
1203,2025-08-08 17:00:47.037000,4041.75,4043.0,4044.7,1.25,1.7,2.95,20.339,0.7353,0.4237,0.2982,-0.3223,3.7354,0.2385,-0.1896,-0.0081,0.29,-0.0323,0,0.0,sart_6,sart_6,unmarked
1204,2025-08-08 17:00:50.033000,4044.7,4045.8,4047.25,1.1,1.45,2.55,23.529,0.7586,0.4314,0.3157,-0.2532,3.9551,0.287,-0.1746,-0.0323,0.2834,0.0302,1,0.25,sart_6,sart_6,unmarked
1205,2025-08-08 17:00:52.528000,4047.25,4048.35,4050.05,1.1,1.7,2.8,21.429,0.6471,0.3929,0.2656,-0.2922,3.3279,0.2415,-0.1719,0.0302,0.2959,0.0037,0,0.0,sart_6,sart_6,unmarked
1206,2025-08-08 17:00:55.317000,4050.05,4051.1,4052.65,1.05,1.55,2.6,23.077,0.6774,0.4038,0.3098,-0.3089,3.8807,0.295,-0.1993,0.0037,0.3135,0.0045,0,0.0,sart_6,sart_6,unmarked
1207,2025-08-08 17:00:57.921000,4052.65,4053.8,4055.75,1.15,1.95,3.1,19.355,0.5897,0.371,0.2947,-0.2532,3.6925,0.2563,-0.1298,0.0045,0.2993,0.0461,0,0.0,sart_6,sart_6,unmarked
1208,2025-08-08 17:01:01.169000,4055.75,4056.55,4056.95,0.8,0.4,1.2,50.0,2.0,0.6667,0.3028,-0.1076,3.7941,0.3786,-0.269,0.0461,0.3489,0.2413,0,0.0,sart_6,sart_6,unmarked
1209,2025-08-08 17:01:02.338000,4056.95,4057.65,4059.85,0.7,2.2,2.9,20.69,0.3182,0.2414,0.1879,-0.4213,2.3546,0.2685,-0.1915,0.2413,0.4292,0.0079,1,0.3,sart_6,sart_6,unmarked
1210,2025-08-08 17:01:05.125000,4059.85,4060.95,4062.65,1.1,1.7,2.8,21.429,0.6471,0.3929,0.2882,-0.3014,3.6103,0.262,-0.1773,0.0079,0.2961,-0.0053,0,0.0,sart_6,sart_6,unmarked
1211,2025-08-08 17:01:07.920000,4062.65,4063.75,4065.05,1.1,1.3,2.4,25.0,0.8462,0.4583,0.2608,-0.2698,3.2676,0.2371,-0.2075,-0.0053,0.2555,-0.0143,0,0.0,sart_6,sart_6,unmarked
1212,2025-08-08 17:01:10.320000,4065.05,4066.5,4067.55,1.45,1.05,2.5,24.0,1.381,0.58,0.3476,-0.2876,4.3546,0.2397,-0.2739,-0.0143,0.3333,0.0457,0,0.0,sart_6,sart_6,unmarked
1213,2025-08-08 17:01:12.923000,4067.55,4068.65,4070.55,1.1,1.9,3.0,20.0,0.5789,0.3667,0.1934,-0.2605,2.4228,0.1758,-0.1371,0.0457,0.239,-0.0215,1,0.45,sart_6,sart_6,unmarked
1214,2025-08-08 17:01:15.927000,4070.55,4071.65,4073.25,1.1,1.6,2.7,22.222,0.6875,0.4074,0.2603,-0.2681,3.2613,0.2366,-0.1676,-0.0215,0.2388,-0.0293,0,0.0,sart_6,sart_6,unmarked
1215,2025-08-08 17:01:18.628000,4073.25,4074.45,4075.95,1.2,1.5,2.7,22.222,0.8,0.4444,0.2553,-0.2625,3.1987,0.2128,-0.175,-0.0293,0.226,-0.0365,0,0.0,sart_6,sart_6,unmarked
1216,2025-08-08 17:01:21.244000,4075.95,4077.05,4078.75,1.1,1.7,2.8,21.429,0.6471,0.3929,0.2666,-0.2429,3.3403,0.2424,-0.1429,-0.0365,0.2302,-0.0128,0,0.0,sart_6,sart_6,unmarked
1217,2025-08-08 17:01:24.029000,4078.75,4079.9,4081.45,1.15,1.55,2.7,22.222,0.7419,0.4259,0.2745,-0.2761,3.439,0.2387,-0.1781,-0.0128,0.2617,-0.0144,0,0.0,sart_6,sart_6,unmarked
1218,2025-08-08 17:01:26.723000,4081.45,4082.75,4084.3,1.3,1.55,2.85,21.053,0.8387,0.4561,0.275,-0.2644,3.4452,0.2115,-0.1706,-0.0144,0.2606,-0.0038,0,0.0,sart_6,sart_6,unmarked
1219,2025-08-08 17:01:29.640000,4084.3,4090.1,4093.95,5.8,3.85,9.65,6.218,1.5065,0.601,1.7956,-1.7764,22.4954,0.3096,-0.4614,-0.0038,1.7917,0.0153,0,0.0,sart_6,sart_6,unmarked
1220,2025-08-08 17:01:39.333000,4093.95,4095.65,4097.75,1.7,2.1,3.8,15.789,0.8095,0.4474,0.2719,-0.2597,3.4067,0.16,-0.1237,0.0153,0.2872,0.0275,0,0.0,sart_6,sart_6,unmarked
1221,2025-08-08 17:01:43.023000,4097.75,4099.2,4100.45,1.45,1.25,2.7,22.222,1.16,0.537,0.2534,-0.1994,3.1748,0.1748,-0.1595,0.0275,0.2809,0.0815,0,0.0,break_2,break_2,unmarked
1222,2025-08-08 17:01:45.718000,4100.45,4101.25,4101.75,0.8,0.5,1.3,46.154,1.6,0.6154,0.0736,-0.0897,0.9227,0.0921,-0.1794,0.0815,0.1552,0.0655,0,0.0,break_2,break_2,unmarked
1223,2025-08-08 17:01:47.127000,4101.75,4102.95,4104.25,1.2,1.3,2.5,24.0,0.9231,0.48,0.2053,-0.2651,2.5726,0.1711,-0.2039,0.0655,0.2708,0.0057,0,0.0,break_2,break_2,unmarked
1224,2025-08-08 17:01:49.528000,4104.25,4106.15,4108.55,1.9,2.4,4.3,13.953,0.7917,0.4419,0.2248,-0.2466,2.8165,0.1183,-0.1027,0.0057,0.2305,-0.0161,0,0.0,break_2,break_2,unmarked
1225,2025-08-08 17:01:53.905000,4108.55,4109.15,4110.25,0.6,1.1,1.7,35.294,0.5455,0.3529,0.1041,-0.0811,1.3043,0.1735,-0.0737,-0.0161,0.088,0.0069,0,0.0,break_2,break_2,unmarked
1226,2025-08-08 17:01:55.524000,4110.25,4111.45,4113.15,1.2,1.7,2.9,20.69,0.7059,0.4138,0.2626,-0.209,3.2895,0.2188,-0.1229,0.0069,0.2695,0.0605,0,0.0,break_2,break_2,unmarked
1227,2025-08-08 17:01:58.444000,4113.15,4114.15,4115.65,1.0,1.5,2.5,24.0,0.6667,0.4,0.1756,-0.2361,2.1997,0.1756,-0.1574,0.0605,0.2361,-0.0,0,0.0,break_2,break_2,unmarked
1228,2025-08-08 17:02:00.932000,4115.65,4117.9,4119.85,2.25,1.95,4.2,14.286,1.1538,0.5357,0.2382,-0.2596,2.9847,0.1059,-0.1331,-0.0,0.2382,-0.0214,1,0.25,break_2,break_2,unmarked
1229,2025-08-08 17:02:05.124000,4119.85,4121.7,4123.85,1.85,2.15,4.0,15.0,0.8605,0.4625,0.2878,-0.2802,3.6051,0.1555,-0.1303,-0.0214,0.2664,-0.0138,0,0.0,break_2,break_2,unmarked
1230,2025-08-08 17:02:09.119000,4123.85,4125.25,4127.8,1.4,2.55,3.95,15.19,0.549,0.3544,0.2878,-0.2395,3.6056,0.2056,-0.0939,-0.0138,0.274,0.0345,1,0.25,break_2,break_2,unmarked
1231,2025-08-08 17:02:13.105000,4127.8,4128.85,4130.25,1.05,1.4,2.45,24.49,0.75,0.4286,0.2413,-0.2605,3.0237,0.2299,-0.186,0.0345,0.2758,0.0154,0,0.0,break_2,break_2,unmarked
1232,2025-08-08 17:02:15.630000,4130.25,4132.15,4134.15,1.9,2.0,3.9,15.385,0.95,0.4872,0.3,-0.3196,3.7581,0.1579,-0.1598,0.0154,0.3153,-0.0042,0,0.0,break_2,break_2,unmarked
1233,2025-08-08 17:02:19.532000,4134.15,4135.35,4137.35,1.2,2.0,3.2,18.75,0.6,0.375,0.258,-0.26,3.2318,0.215,-0.13,-0.0042,0.2537,-0.0063,0,0.0,break_2,break_2,unmarked
1234,2025-08-08 17:02:22.618000,4137.35,4138.85,4140.7,1.5,1.85,3.35,17.91,0.8108,0.4478,0.2535,-0.2533,3.1757,0.169,-0.1369,-0.0063,0.2472,-0.0061,0,0.0,break_2,break_2,unmarked
1235,2025-08-08 17:02:26.014000,4140.7,4142.35,4144.7,1.65,2.35,4.0,15.0,0.7021,0.4125,0.2665,-0.2671,3.3383,0.1615,-0.1136,-0.0061,0.2603,-0.0067,1,0.8,break_2,break_2,unmarked
1236,2025-08-08 17:02:30.027000,4144.7,4145.75,4147.1,1.05,1.35,2.4,25.0,0.7778,0.4375,0.2181,-0.2116,2.7323,0.2077,-0.1568,-0.0067,0.2114,-0.0002,0,0.0,break_2,break_2,unmarked
1237,2025-08-08 17:02:32.434000,4147.1,4148.85,4150.3,1.75,1.45,3.2,18.75,1.2069,0.5469,0.2596,-0.2589,3.2521,0.1483,-0.1785,-0.0002,0.2593,0.0005,0,0.0,break_2,break_2,unmarked
1238,2025-08-08 17:02:35.643000,4150.3,4152.05,4153.5,1.75,1.45,3.2,18.75,1.2069,0.5469,0.2713,-0.2752,3.3985,0.155,-0.1898,0.0005,0.2717,-0.0035,0,0.0,break_2,break_2,unmarked
1239,2025-08-08 17:02:38.821000,4153.5,4155.05,4156.65,1.55,1.6,3.15,19.048,0.9688,0.4921,0.2997,-0.2995,3.7553,0.1934,-0.1872,-0.0035,0.2963,-0.0032,0,0.0,break_2,break_2,unmarked
1240,2025-08-08 17:02:42.029000,4156.65,4158.25,4159.75,1.6,1.5,3.1,19.355,1.0667,0.5161,0.3002,-0.298,3.7611,0.1876,-0.1987,-0.0032,0.297,-0.001,0,0.0,break_2,break_2,unmarked
1241,2025-08-08 17:02:45.033000,4159.75,4161.15,4162.75,1.4,1.6,3.0,20.0,0.875,0.4667,0.2773,-0.2791,3.4745,0.1981,-0.1745,-0.001,0.2763,-0.0029,0,0.0,break_2,break_2,unmarked
1242,2025-08-08 17:02:48.033000,4162.75,4164.25,4165.65,1.5,1.4,2.9,20.69,1.0714,0.5172,0.2813,-0.2785,3.524,0.1875,-0.1989,-0.0029,0.2784,-0.0,0,0.0,break_2,break_2,unmarked
1243,2025-08-08 17:02:51.034000,4165.65,4167.15,4168.85,1.5,1.7,3.2,18.75,0.8824,0.4687,0.2629,-0.2435,3.2935,0.1753,-0.1432,-0.0,0.2628,0.0193,1,0.3,break_2,break_2,unmarked
1244,2025-08-08 17:02:54.122000,4168.85,4170.1,4171.55,1.25,1.45,2.7,22.222,0.8621,0.463,0.2186,-0.2241,2.7388,0.1749,-0.1545,0.0193,0.2379,0.0139,0,0.0,break_2,break_2,unmarked
1245,2025-08-08 17:02:56.906000,4171.55,4173.05,4174.55,1.5,1.5,3.0,20.0,1.0,0.5,0.2387,-0.2496,2.9901,0.1591,-0.1664,0.0139,0.2525,0.0029,0,0.0,break_2,break_2,unmarked
1246,2025-08-08 17:02:59.824000,4174.55,4176.05,4177.45,1.5,1.4,2.9,20.69,1.0714,0.5172,0.2741,-0.2623,3.4345,0.1828,-0.1873,0.0029,0.277,0.0147,0,0.0,break_2,break_2,unmarked
1247,2025-08-08 17:03:02.735000,4177.45,4179.05,4180.55,1.6,1.5,3.1,19.355,1.0667,0.5161,0.3023,-0.3045,3.7878,0.189,-0.203,0.0147,0.3171,0.0125,0,0.0,break_2,break_2,unmarked
1248,2025-08-08 17:03:05.823000,4180.55,4181.9,4183.4,1.35,1.5,2.85,21.053,0.9,0.4737,0.272,-0.2715,3.4072,0.2014,-0.181,0.0125,0.2845,0.013,0,0.0,break_2,break_2,unmarked
1249,2025-08-08 17:03:08.725000,4183.4,4184.7,4186.25,1.3,1.55,2.85,21.053,0.8387,0.4561,0.2528,-0.26,3.1668,0.1944,-0.1677,0.013,0.2658,0.0058,0,0.0,break_2,break_2,unmarked
1250,2025-08-08 17:03:11.519000,4186.25,4187.65,4189.45,1.4,1.8,3.2,18.75,0.7778,0.4375,0.2709,-0.2701,3.3935,0.1935,-0.1501,0.0058,0.2767,0.0066,0,0.0,break_2,break_2,unmarked
1251,2025-08-08 17:03:14.735000,4189.45,4190.75,4193.05,1.3,2.3,3.6,16.667,0.5652,0.3611,0.2728,-0.2679,3.4176,0.2098,-0.1165,0.0066,0.2794,0.0115,0,0.0,break_2,break_2,unmarked
1252,2025-08-08 17:03:18.334000,4193.05,4194.05,4195.9,1.0,1.85,2.85,21.053,0.5405,0.3509,0.2676,-0.3007,3.3523,0.2676,-0.1625,0.0115,0.2791,-0.0216,1,0.25,break_2,break_2,unmarked
1253,2025-08-08 17:03:21.205000,4195.9,4197.45,4198.95,1.55,1.5,3.05,19.672,1.0333,0.5082,0.2504,-0.2408,3.1366,0.1615,-0.1605,-0.0216,0.2288,-0.012,0,0.0,break_2,break_2,unmarked
1254,2025-08-08 17:03:24.330000,4198.95,4200.65,4202.85,1.7,2.2,3.9,15.385,0.7727,0.4359,0.2431,-0.2325,3.0462,0.143,-0.1057,-0.012,0.2311,-0.0014,1,0.65,break_2,break_2,unmarked
1255,2025-08-08 17:03:28.261000,4202.85,4203.95,4205.8,1.1,1.85,2.95,20.339,0.5946,0.3729,0.2722,-0.2726,3.4101,0.2474,-0.1474,-0.0014,0.2708,-0.0019,0,0.0,break_2,break_2,unmarked
1256,2025-08-08 17:03:31.112000,4205.8,4206.85,4208.85,1.05,2.0,3.05,19.672,0.525,0.3443,0.2595,-0.2592,3.2513,0.2472,-0.1296,-0.0019,0.2577,-0.0015,0,0.0,break_2,break_2,unmarked
1257,2025-08-08 17:03:34.196000,4208.85,4210.05,4212.0,1.2,1.95,3.15,19.048,0.6154,0.381,0.2649,-0.2691,3.3186,0.2207,-0.138,-0.0015,0.2634,-0.0057,1,0.35,break_2,break_2,unmarked
1258,2025-08-08 17:03:37.315000,4212.0,4213.15,4214.85,1.15,1.7,2.85,21.053,0.6765,0.4035,0.2465,-0.2365,3.0885,0.2144,-0.1391,-0.0057,0.2408,0.0044,0,0.0,break_2,break_2,unmarked
1259,2025-08-08 17:03:40.139000,4214.85,4216.1,4217.75,1.25,1.65,2.9,20.69,0.7576,0.431,0.2444,-0.2493,3.0622,0.1955,-0.1511,0.0044,0.2488,-0.0005,0,0.0,break_2,break_2,unmarked
1260,2025-08-08 17:03:43.021000,4217.75,4219.15,4220.75,1.4,1.6,3.0,20.0,0.875,0.4667,0.2797,-0.2819,3.5036,0.1998,-0.1762,-0.0005,0.2792,-0.0027,0,0.0,break_2,break_2,unmarked
1261,2025-08-08 17:03:46.019000,4220.75,4222.3,4223.85,1.55,1.55,3.1,19.355,1.0,0.5,0.2576,-0.2538,3.227,0.1662,-0.1638,-0.0027,0.2549,0.0011,0,0.0,break_2,break_2,unmarked
1262,2025-08-08 17:03:49.236000,4223.85,4225.35,4227.55,1.5,2.2,3.7,16.216,0.6818,0.4054,0.2762,-0.2556,3.4603,0.1841,-0.1162,0.0011,0.2773,0.0216,0,0.0,break_2,break_2,unmarked
1263,2025-08-08 17:03:52.831000,4227.55,4230.95,4234.5,3.4,3.55,6.95,8.633,0.9577,0.4892,1.2784,-1.2728,16.0163,0.376,-0.3585,0.0216,1.3,0.0272,1,0.45,break_2,break_2,unmarked
1264,2025-08-08 17:03:59.820000,4234.5,4238.55,4242.35,4.05,3.8,7.85,7.643,1.0658,0.5159,0.4573,-0.5029,5.7286,0.1129,-0.1323,0.0272,0.4844,-0.0185,1,0.65,break_2,break_2,unmarked
1265,2025-08-08 17:04:07.625000,4242.35,4244.3,4246.7,1.95,2.4,4.35,13.793,0.8125,0.4483,0.1928,-0.1807,2.4158,0.0989,-0.0753,-0.0185,0.1744,-0.0064,1,1.1,break_2,break_2,unmarked
1266,2025-08-08 17:04:12.026000,4246.7,4247.9,4250.05,1.2,2.15,3.35,17.91,0.5581,0.3582,0.2205,-0.2138,2.7619,0.1837,-0.0994,-0.0064,0.2141,0.0003,1,0.6,break_2,break_2,unmarked
1267,2025-08-08 17:04:15.326000,4250.05,4251.85,4254.4,1.8,2.55,4.35,13.793,0.7059,0.4138,0.2636,-0.2682,3.3024,0.1464,-0.1052,0.0003,0.2639,-0.0043,1,0.85,break_2,break_2,unmarked
1268,2025-08-08 17:04:19.713000,4254.4,4255.75,4260.05,1.35,4.3,5.65,10.619,0.314,0.2389,0.2469,-0.2554,3.0929,0.1829,-0.0594,-0.0043,0.2426,-0.0128,1,2.55,break_2,break_2,unmarked
1269,2025-08-08 17:04:25.322000,4260.05,4262.75,4264.55,2.7,1.8,4.5,13.333,1.5,0.6,0.2608,-0.2525,3.2669,0.0966,-0.1403,-0.0128,0.248,-0.0045,0,0.0,break_2,break_2,unmarked
1270,2025-08-08 17:04:29.818000,4264.55,4265.85,4267.85,1.3,2.0,3.3,18.182,0.65,0.3939,0.284,-0.2799,3.5584,0.2185,-0.1399,-0.0045,0.2796,-0.0003,0,0.0,break_2,break_2,unmarked
1271,2025-08-08 17:04:33.156000,4267.85,4269.1,4271.05,1.25,1.95,3.2,18.75,0.641,0.3906,0.2806,-0.278,3.5151,0.2245,-0.1425,-0.0003,0.2803,0.0023,0,0.0,break_2,break_2,unmarked
1272,2025-08-08 17:04:36.329000,4271.05,4272.65,4274.65,1.6,2.0,3.6,16.667,0.8,0.4444,0.2386,-0.1991,2.9891,0.1491,-0.0995,0.0023,0.2409,0.0418,0,0.0,break_2,break_2,unmarked
1273,2025-08-08 17:04:39.931000,4274.65,4275.75,4277.7,1.1,1.95,3.05,19.672,0.5641,0.3607,0.2039,-0.2457,2.5539,0.1853,-0.126,0.0418,0.2457,-0.0001,0,0.0,break_2,break_2,unmarked
1274,2025-08-08 17:04:43.026000,4277.7,4279.55,4282.05,1.85,2.5,4.35,13.793,0.74,0.4253,0.2594,-0.2593,3.2494,0.1402,-0.1037,-0.0001,0.2593,0.0,1,0.7,break_2,break_2,unmarked
1275,2025-08-08 17:04:47.340000,4282.05,4283.35,4285.15,1.3,1.8,3.1,19.355,0.7222,0.4194,0.2446,-0.2321,3.0645,0.1882,-0.1289,0.0,0.2446,0.0126,0,0.0,break_2,break_2,unmarked
1276,2025-08-08 17:04:50.458000,4285.15,4286.5,4288.05,1.35,1.55,2.9,20.69,0.871,0.4655,0.2502,-0.2598,3.1342,0.1853,-0.1676,0.0126,0.2627,0.0029,0,0.0,break_2,break_2,unmarked
1277,2025-08-08 17:04:53.435000,4288.05,4289.35,4291.35,1.3,2.0,3.3,18.182,0.65,0.3939,0.2354,-0.2479,2.9498,0.1811,-0.1239,0.0029,0.2383,-0.0095,1,0.65,break_2,break_2,unmarked
1278,2025-08-08 17:04:56.736000,4291.35,4292.55,4294.05,1.2,1.5,2.7,22.222,0.8,0.4444,0.1933,-0.1776,2.4217,0.1611,-0.1184,-0.0095,0.1838,0.0062,0,0.0,break_2,break_2,unmarked
1279,2025-08-08 17:04:59.431000,4294.05,4295.7,4297.65,1.65,1.95,3.6,16.667,0.8462,0.4583,0.2855,-0.2838,3.5764,0.173,-0.1455,0.0062,0.2917,0.0079,0,0.0,break_2,break_2,unmarked
1280,2025-08-08 17:05:03.028000,4297.65,4299.05,4300.9,1.4,1.85,3.25,18.462,0.7568,0.4308,0.2953,-0.3027,3.7,0.2109,-0.1636,0.0079,0.3032,0.0005,0,0.0,break_2,break_2,unmarked
1281,2025-08-08 17:05:06.177000,4300.9,4302.35,4304.75,1.45,2.4,3.85,15.584,0.6042,0.3766,0.261,-0.2654,3.2694,0.18,-0.1106,0.0005,0.2615,-0.0039,1,0.9,break_2,break_2,unmarked
1282,2025-08-08 17:05:10.024000,4304.75,4305.95,4307.95,1.2,2.0,3.2,18.75,0.6,0.375,0.2731,-0.2769,3.4218,0.2276,-0.1384,-0.0039,0.2692,-0.0077,1,0.25,break_2,break_2,unmarked
1283,2025-08-08 17:05:13.231000,4307.95,4309.15,4311.1,1.2,1.95,3.15,19.048,0.6154,0.381,0.2476,-0.2486,3.1019,0.2063,-0.1275,-0.0077,0.2399,-0.0088,0,0.0,break_2,break_2,unmarked
1284,2025-08-08 17:05:16.436000,4311.1,4312.75,4314.35,1.65,1.6,3.25,18.462,1.0312,0.5077,0.2924,-0.2688,3.6636,0.1772,-0.168,-0.0088,0.2837,0.0148,1,0.45,break_2,break_2,unmarked
1285,2025-08-08 17:05:19.623000,4314.35,4315.55,4317.5,1.2,1.95,3.15,19.048,0.6154,0.381,0.3062,-0.3067,3.8366,0.2552,-0.1573,0.0148,0.3211,0.0143,1,0.65,break_2,break_2,unmarked
1286,2025-08-08 17:05:22.830000,4317.5,4318.65,4320.75,1.15,2.1,3.25,18.462,0.5476,0.3538,0.295,-0.3047,3.6953,0.2565,-0.1451,0.0143,0.3093,0.0046,0,0.0,break_2,break_2,unmarked
1287,2025-08-08 17:05:26.131000,4320.75,4322.05,4323.85,1.3,1.8,3.1,19.355,0.7222,0.4194,0.2877,-0.2868,3.6045,0.2213,-0.1593,0.0046,0.2923,0.0055,0,0.0,break_2,break_2,unmarked
1288,2025-08-08 17:05:29.128000,4323.85,4325.1,4327.45,1.25,2.35,3.6,16.667,0.5319,0.3472,0.2675,-0.2814,3.3509,0.214,-0.1197,0.0055,0.273,-0.0084,0,0.0,break_2,break_2,unmarked
1289,2025-08-08 17:05:32.734000,4327.45,4328.85,4330.85,1.4,2.0,3.4,17.647,0.7,0.4118,0.227,-0.2235,2.8439,0.1621,-0.1117,-0.0084,0.2186,-0.0049,0,0.0,break_2,break_2,unmarked
1290,2025-08-08 17:05:36.122000,4330.85,4332.55,4334.2,1.7,1.65,3.35,17.91,1.0303,0.5075,0.2654,-0.2596,3.3246,0.1561,-0.1574,-0.0049,0.2605,0.0008,0,0.0,break_2,break_2,unmarked
1291,2025-08-08 17:05:39.510000,4334.2,4335.45,4337.15,1.25,1.7,2.95,20.339,0.7353,0.4237,0.2779,-0.2538,3.482,0.2223,-0.1493,0.0008,0.2788,0.025,0,0.0,break_2,break_2,unmarked
1292,2025-08-08 17:05:42.425000,4337.15,4338.35,4339.95,1.2,1.6,2.8,21.429,0.75,0.4286,0.3139,-0.313,3.9325,0.2616,-0.1956,0.025,0.3389,0.0258,0,0.0,break_2,break_2,unmarked
1293,2025-08-08 17:05:45.300000,4339.95,4341.05,4343.4,1.1,2.35,3.45,17.391,0.4681,0.3188,0.248,-0.2771,3.1074,0.2255,-0.1179,0.0258,0.2739,-0.0032,1,0.7,break_2,break_2,unmarked
1294,2025-08-08 17:05:48.723000,4343.4,4344.65,4346.35,1.25,1.7,2.95,20.339,0.7353,0.4237,0.2111,-0.198,2.6447,0.1689,-0.1165,-0.0032,0.2079,0.0099,0,0.0,break_2,break_2,unmarked
1295,2025-08-08 17:05:51.637000,4346.35,4347.75,4349.55,1.4,1.8,3.2,18.75,0.7778,0.4375,0.2886,-0.29,3.6156,0.2061,-0.1611,0.0099,0.2985,0.0085,0,0.0,break_2,break_2,unmarked
1296,2025-08-08 17:05:54.845000,4349.55,4350.85,4353.15,1.3,2.3,3.6,16.667,0.5652,0.3611,0.2931,-0.3106,3.6715,0.2254,-0.1351,0.0085,0.3015,-0.0091,1,0.4,break_2,break_2,unmarked
1297,2025-08-08 17:05:58.441000,4353.15,4354.25,4356.45,1.1,2.2,3.3,18.182,0.5,0.3333,0.2537,-0.2507,3.1788,0.2307,-0.114,-0.0091,0.2446,-0.0061,1,0.75,break_2,break_2,unmarked
1298,2025-08-08 17:06:01.836000,4356.45,4357.95,4359.75,1.5,1.8,3.3,18.182,0.8333,0.4545,0.2879,-0.2786,3.6073,0.192,-0.1548,-0.0061,0.2818,0.0032,0,0.0,break_2,break_2,unmarked
1299,2025-08-08 17:06:05.127000,4359.75,4360.85,4362.95,1.1,2.1,3.2,18.75,0.5238,0.3438,0.2668,-0.2726,3.3427,0.2426,-0.1298,0.0032,0.27,-0.0026,0,0.0,break_2,break_2,unmarked
1300,2025-08-08 17:06:08.221000,4362.95,4364.15,4366.15,1.2,2.0,3.2,18.75,0.6,0.375,0.2449,-0.2384,3.0676,0.204,-0.1192,-0.0026,0.2423,0.0039,1,0.45,break_2,break_2,unmarked
1301,2025-08-08 17:06:11.521000,4366.15,4367.45,4368.95,1.3,1.5,2.8,21.429,0.8667,0.4643,0.2667,-0.2641,3.3412,0.2051,-0.1761,0.0039,0.2706,0.0065,0,0.0,break_2,break_2,unmarked
1302,2025-08-08 17:06:14.219000,4368.95,4370.25,4371.95,1.3,1.7,3.0,20.0,0.7647,0.4333,0.2409,-0.2465,3.0175,0.1853,-0.145,0.0065,0.2473,0.0008,0,0.0,break_2,break_2,unmarked
1303,2025-08-08 17:06:17.220000,4371.95,4373.35,4375.0,1.4,1.65,3.05,19.672,0.8485,0.459,0.2958,-0.2989,3.7059,0.2113,-0.1811,0.0008,0.2966,-0.0023,0,0.0,break_2,break_2,unmarked
1304,2025-08-08 17:06:20.308000,4375.0,4376.45,4378.05,1.45,1.6,3.05,19.672,0.9062,0.4754,0.2337,-0.237,2.9282,0.1612,-0.1482,-0.0023,0.2315,-0.0056,0,0.0,break_2,break_2,unmarked
1305,2025-08-08 17:06:23.337000,4378.05,4379.35,4381.0,1.3,1.65,2.95,20.339,0.7879,0.4407,0.3325,-0.3217,4.1659,0.2558,-0.195,-0.0056,0.3269,0.0052,0,0.0,break_2,break_2,unmarked
1306,2025-08-08 17:06:26.339000,4381.0,4382.2,4383.8,1.2,1.6,2.8,21.429,0.75,0.4286,0.3177,-0.3312,3.9796,0.2647,-0.207,0.0052,0.3229,-0.0083,0,0.0,break_2,break_2,unmarked
1307,2025-08-08 17:06:29.128000,4383.8,4385.35,4387.05,1.55,1.7,3.25,18.462,0.9118,0.4769,0.2977,-0.3038,3.73,0.1921,-0.1787,-0.0083,0.2894,-0.0144,0,0.0,break_2,break_2,unmarked
