breath,clock,start_s,peak_s,end_s,inhale_dur_s,exhale_dur_s,cycle_dur_s,rate_bpm,ie_ratio,duty_cycle,inhale_amp_norm,exhale_amp_norm,inhale_amp_raw,inhale_slope_norm,exhale_slope_norm,onset_level,peak_level,offset_level,n_holds,hold_dur_s,event_marker,phase,condition
1091,2025-08-08 16:53:30.022000,3604.75,3606.65,3611.05,1.9,4.4,6.3,9.524,0.4318,0.3016,0.3881,-0.3776,4.8626,0.2043,-0.0858,-0.1451,0.243,-0.1345,0,0.0,task_2_2,task_2_2,physical_plants
1092,2025-08-08 16:53:36.374000,3611.05,3613.2,3613.9,2.15,0.7,2.85,21.053,3.0714,0.7544,0.4908,-0.2013,6.1484,0.2283,-0.2876,-0.1345,0.3562,0.1549,0,0.0,task_2_2,task_2_2,physical_plants
1093,2025-08-08 16:53:39.196000,3613.9,3614.4,3617.1,0.5,2.7,3.2,18.75,0.1852,0.1563,0.4691,-0.7745,5.8766,0.9381,-0.2869,0.1549,0.624,-0.1505,0,0.0,task_2_2,task_2_2,physical_plants
1094,2025-08-08 16:53:42.374000,3617.1,3618.0,3622.15,0.9,4.15,5.05,11.881,0.2169,0.1782,0.4324,-0.2464,5.4174,0.4805,-0.0594,-0.1505,0.2819,0.0354,1,1.7,subject_idle,subject_idle,physical_plants
1095,2025-08-08 16:53:47.475000,3622.15,3622.9,3625.15,0.75,2.25,3.0,20.0,0.3333,0.25,0.2786,-0.3411,3.4901,0.3714,-0.1516,0.0354,0.314,-0.027,0,0.0,prs_2,prs_2,physical_plants
1096,2025-08-08 16:53:50.475000,3625.15,3628.6,3633.6,3.45,5.0,8.45,7.101,0.69,0.4083,0.2239,-0.0333,2.8052,0.0649,-0.0067,-0.027,0.1969,0.1636,1,0.75,prs_2,prs_2,physical_plants
1097,2025-08-08 16:53:58.906000,3633.6,3634.75,3636.25,1.15,1.5,2.65,22.642,0.7667,0.434,0.3674,-0.3548,4.6034,0.3195,-0.2365,0.1636,0.5311,0.1763,0,0.0,prs_2,prs_2,physical_plants
1098,2025-08-08 16:54:01.578000,3636.25,3637.5,3640.6,1.25,3.1,4.35,13.793,0.4032,0.2874,0.1499,-0.3381,1.8784,0.1199,-0.1091,0.1763,0.3262,-0.0119,2,0.65,prs_2,prs_2,physical_plants
1099,2025-08-08 16:54:05.897000,3640.6,3641.75,3643.35,1.15,1.6,2.75,21.818,0.7188,0.4182,0.3428,-0.331,4.2942,0.2981,-0.2068,-0.0119,0.3309,-0.0001,0,0.0,prs_2,prs_2,physical_plants
1100,2025-08-08 16:54:08.688000,3643.35,3644.6,3645.9,1.25,1.3,2.55,23.529,0.9615,0.4902,0.3088,-0.357,3.8688,0.247,-0.2746,-0.0001,0.3087,-0.0483,0,0.0,prs_2,prs_2,physical_plants
1101,2025-08-08 16:54:11.174000,3645.9,3647.75,3649.7,1.85,1.95,3.8,15.789,0.9487,0.4868,0.2918,-0.2503,3.6554,0.1577,-0.1284,-0.0483,0.2435,-0.0068,0,0.0,prs_2,prs_2,physical_plants
1102,2025-08-08 16:54:14.986000,3649.7,3653.35,3662.2,3.65,8.85,12.5,4.8,0.4124,0.292,1.8084,-1.8049,22.656,0.4954,-0.2039,-0.0068,1.8016,-0.0033,0,0.0,prs_2,prs_2,physical_plants
1103,2025-08-08 16:54:27.470000,3662.2,3666.5,3670.4,4.3,3.9,8.2,7.317,1.1026,0.5244,0.271,-0.2952,3.3953,0.063,-0.0757,-0.0033,0.2677,-0.0275,2,0.7,prs_2,prs_2,physical_plants
1104,2025-08-08 16:54:35.687000,3670.4,3671.8,3674.25,1.4,2.45,3.85,15.584,0.5714,0.3636,0.4049,-0.4079,5.0726,0.2892,-0.1665,-0.0275,0.3774,-0.0305,0,0.0,prs_2,prs_2,physical_plants
1105,2025-08-08 16:54:39.584000,3674.25,3675.25,3676.75,1.0,1.5,2.5,24.0,0.6667,0.4,0.2248,-0.2224,2.8161,0.2248,-0.1482,-0.0305,0.1943,-0.0281,0,0.0,prs_2,prs_2,physical_plants
1106,2025-08-08 16:54:42.079000,3676.75,3678.95,3682.2,2.2,3.25,5.45,11.009,0.6769,0.4037,0.3184,-0.3304,3.989,0.1447,-0.1017,-0.0281,0.2903,-0.0401,0,0.0,prs_2_PRS-SHORT-11-Boundaries,prs_2,physical_plants
1107,2025-08-08 16:54:47.483000,3682.2,3683.35,3685.9,1.15,2.55,3.7,16.216,0.451,0.3108,0.3136,-0.2829,3.9287,0.2727,-0.1109,-0.0401,0.2735,-0.0094,0,0.0,prs_2_PRS-SHORT-11-Boundaries,prs_2,physical_plants
1108,2025-08-08 16:54:51.171000,3685.9,3686.8,3689.3,0.9,2.5,3.4,17.647,0.36,0.2647,0.155,-0.1258,1.9414,0.1722,-0.0503,-0.0094,0.1456,0.0198,0,0.0,prs_2_PRS-SHORT-11-Boundaries,prs_2,physical_plants
1109,2025-08-08 16:54:54.594000,3689.3,3690.1,3695.25,0.8,5.15,5.95,10.084,0.1553,0.1345,0.4368,-0.3918,5.4719,0.546,-0.0761,0.0198,0.4566,0.0648,1,0.45,prs_2_PRS-SHORT-11-Boundaries,prs_2,physical_plants
1110,2025-08-08 16:55:00.587000,3695.25,3695.9,3697.6,0.65,1.7,2.35,25.532,0.3824,0.2766,0.3329,-0.3733,4.1713,0.5122,-0.2196,0.0648,0.3977,0.0244,0,0.0,prs_2_PRS-SHORT-11-Boundaries,prs_2,physical_plants
1111,2025-08-08 16:55:02.868000,3697.6,3698.2,3699.5,0.6,1.3,1.9,31.579,0.4615,0.3158,0.2571,-0.3108,3.2212,0.4285,-0.2391,0.0244,0.2816,-0.0292,0,0.0,prs_2_PRS-SHORT-11-Boundaries,prs_2,physical_plants
1112,2025-08-08 16:55:04.786000,3699.5,3700.5,3703.65,1.0,3.15,4.15,14.458,0.3175,0.241,0.3123,-0.2373,3.9124,0.3123,-0.0753,-0.0292,0.2831,0.0458,1,0.25,prs_2_PRS-SHORT-8-Organized,prs_2,physical_plants
1113,2025-08-08 16:55:08.993000,3703.65,3704.15,3705.05,0.5,0.9,1.4,42.857,0.5556,0.3571,0.2856,-0.2671,3.5782,0.5712,-0.2967,0.0458,0.3314,0.0643,1,0.75,prs_2_PRS-SHORT-8-Organized,prs_2,physical_plants
1114,2025-08-08 16:55:10.400000,3705.05,3706.5,3706.95,1.45,0.45,1.9,31.579,3.2222,0.7632,0.1175,-0.077,1.4723,0.081,-0.171,0.0643,0.1819,0.1049,1,0.3,prs_2_PRS-SHORT-8-Organized,prs_2,physical_plants
1115,2025-08-08 16:55:12.290000,3706.95,3707.75,3709.6,0.8,1.85,2.65,22.642,0.4324,0.3019,0.2472,-0.3349,3.0964,0.3089,-0.181,0.1049,0.3521,0.0172,0,0.0,prs_2_PRS-SHORT-8-Organized,prs_2,physical_plants
1116,2025-08-08 16:55:14.899000,3709.6,3712.05,3718.05,2.45,6.0,8.45,7.101,0.4083,0.2899,0.3598,-0.4129,4.5078,0.1469,-0.0688,0.0172,0.377,-0.0359,0,0.0,prs_2_PRS-SHORT-8-Organized,prs_2,physical_plants
1117,2025-08-08 16:55:23.387000,3718.05,3718.8,3720.8,0.75,2.0,2.75,21.818,0.375,0.2727,0.3054,-0.3092,3.8258,0.4072,-0.1546,-0.0359,0.2695,-0.0397,1,0.7,prs_2_PRS-SHORT-8-Organized,prs_2,physical_plants
1118,2025-08-08 16:55:26.090000,3720.8,3721.85,3723.5,1.05,1.65,2.7,22.222,0.6364,0.3889,0.3538,-0.3231,4.4329,0.337,-0.1958,-0.0397,0.3141,-0.0091,0,0.0,prs_2_PRS-SHORT-8-Organized,prs_2,physical_plants
1119,2025-08-08 16:55:28.791000,3723.5,3724.65,3728.7,1.15,4.05,5.2,11.538,0.284,0.2212,0.4962,-0.4286,6.2163,0.4315,-0.1058,-0.0091,0.4871,0.0585,2,0.7,prs_2_PRS-SHORT-5-DemandAttention,prs_2,physical_plants
1120,2025-08-08 16:55:33.978000,3728.7,3730.3,3737.8,1.6,7.5,9.1,6.593,0.2133,0.1758,1.5322,-1.5804,19.1955,0.9576,-0.2107,0.0585,1.5907,0.0102,1,2.0,prs_2_PRS-SHORT-5-DemandAttention,prs_2,physical_plants
1121,2025-08-08 16:55:43.096000,3737.8,3738.55,3745.25,0.75,6.7,7.45,8.054,0.1119,0.1007,0.4621,-0.49,5.7898,0.6162,-0.0731,0.0102,0.4724,-0.0176,1,1.65,prs_2_PRS-SHORT-5-DemandAttention,prs_2,physical_plants
1122,2025-08-08 16:55:50.571000,3745.25,3746.15,3750.85,0.9,4.7,5.6,10.714,0.1915,0.1607,0.2366,-0.2489,2.9638,0.2629,-0.053,-0.0176,0.2189,-0.03,1,0.55,prs_2_PRS-SHORT-5-DemandAttention,prs_2,physical_plants
1123,2025-08-08 16:55:56.207000,3750.85,3752.0,3753.5,1.15,1.5,2.65,22.642,0.7667,0.434,0.3841,-0.2936,4.8119,0.334,-0.1957,-0.03,0.3541,0.0605,0,0.0,prs_2_PRS-SHORT-6-GetAway,prs_2,physical_plants
1124,2025-08-08 16:55:58.793000,3753.5,3754.0,3757.6,0.5,3.6,4.1,14.634,0.1389,0.122,0.2952,-0.3468,3.6985,0.5904,-0.0963,0.0605,0.3557,0.0089,0,0.0,prs_2_PRS-SHORT-6-GetAway,prs_2,physical_plants
1125,2025-08-08 16:56:02.990000,3757.6,3758.5,3760.8,0.9,2.3,3.2,18.75,0.3913,0.2813,0.3727,-0.3859,4.6698,0.4142,-0.1678,0.0089,0.3816,-0.0043,0,0.0,prs_2_PRS-SHORT-6-GetAway,prs_2,physical_plants
1126,2025-08-08 16:56:06.085000,3760.8,3762.55,3763.25,1.75,0.7,2.45,24.49,2.5,0.7143,0.1644,-0.199,2.0594,0.0939,-0.2843,-0.0043,0.1601,-0.0389,1,0.6,prs_2_PRS-SHORT-6-GetAway,prs_2,physical_plants
1127,2025-08-08 16:56:08.595000,3763.25,3764.65,3766.85,1.4,2.2,3.6,16.667,0.6364,0.3889,0.377,-0.3762,4.723,0.2693,-0.171,-0.0389,0.3381,-0.0381,1,0.25,prs_2_PRS-SHORT-6-GetAway,prs_2,physical_plants
1128,2025-08-08 16:56:12.202000,3766.85,3773.35,3779.3,6.5,5.95,12.45,4.819,1.0924,0.5221,0.78,-0.6792,9.7715,0.12,-0.1141,-0.0381,0.7418,0.0626,0,0.0,prs_2_PRS-SHORT-3-HardToBeBored,prs_2,physical_plants
1129,2025-08-08 16:56:24.586000,3779.3,3780.7,3782.5,1.4,1.8,3.2,18.75,0.7778,0.4375,0.2615,-0.268,3.2755,0.1868,-0.1489,0.0626,0.3241,0.0561,1,0.3,prs_2_PRS-SHORT-3-HardToBeBored,prs_2,physical_plants
1130,2025-08-08 16:56:27.767000,3782.5,3783.65,3785.05,1.15,1.4,2.55,23.529,0.8214,0.451,0.1146,-0.139,1.4357,0.0997,-0.0993,0.0561,0.1707,0.0317,1,0.45,prs_2_PRS-SHORT-3-HardToBeBored,prs_2,physical_plants
1131,2025-08-08 16:56:30.376000,3785.05,3786.6,3788.0,1.55,1.4,2.95,20.339,1.1071,0.5254,0.203,-0.252,2.5434,0.131,-0.18,0.0317,0.2347,-0.0173,0,0.0,prs_2_PRS-SHORT-3-HardToBeBored,prs_2,physical_plants
1132,2025-08-08 16:56:33.288000,3788.0,3789.1,3792.3,1.1,3.2,4.3,13.953,0.3437,0.2558,0.4167,-0.4945,5.22,0.3788,-0.1545,-0.0173,0.3993,-0.0952,1,0.5,prs_2_PRS-SHORT-3-HardToBeBored,prs_2,physical_plants
1133,2025-08-08 16:56:37.584000,3792.3,3793.3,3794.3,1.0,1.0,2.0,30.0,1.0,0.5,0.262,-0.2283,3.2828,0.262,-0.2283,-0.0952,0.1668,-0.0615,0,0.0,prs_2_PRS-SHORT-3-HardToBeBored,prs_2,physical_plants
1134,2025-08-08 16:56:39.586000,3794.3,3795.4,3797.6,1.1,2.2,3.3,18.182,0.5,0.3333,0.3535,-0.2925,4.4289,0.3214,-0.133,-0.0615,0.292,-0.0005,0,0.0,prs_2_PRS-SHORT-9-ProperPlace,prs_2,physical_plants
1135,2025-08-08 16:56:42.888000,3797.6,3798.75,3799.4,1.15,0.65,1.8,33.333,1.7692,0.6389,0.1078,-0.0829,1.3505,0.0937,-0.1275,-0.0005,0.1073,0.0244,1,0.55,prs_2_PRS-SHORT-9-ProperPlace,prs_2,physical_plants
1136,2025-08-08 16:56:44.694000,3799.4,3799.8,3801.7,0.4,1.9,2.3,26.087,0.2105,0.1739,0.2098,-0.2268,2.6286,0.5245,-0.1194,0.0244,0.2342,0.0074,1,0.3,prs_2_PRS-SHORT-9-ProperPlace,prs_2,physical_plants
1137,2025-08-08 16:56:46.994000,3801.7,3803.55,3804.85,1.85,1.3,3.15,19.048,1.4231,0.5873,0.0963,-0.1644,1.206,0.052,-0.1265,0.0074,0.1037,-0.0608,1,0.25,prs_2_PRS-SHORT-9-ProperPlace,prs_2,physical_plants
1138,2025-08-08 16:56:50.178000,3804.85,3806.05,3810.4,1.2,4.35,5.55,10.811,0.2759,0.2162,0.3504,-0.3404,4.3894,0.292,-0.0783,-0.0608,0.2896,-0.0508,1,0.6,prs_2_PRS-SHORT-9-ProperPlace,prs_2,physical_plants
1139,2025-08-08 16:56:55.667000,3810.4,3811.3,3812.15,0.9,0.85,1.75,34.286,1.0588,0.5143,0.1777,-0.0694,2.2259,0.1974,-0.0816,-0.0508,0.1268,0.0574,0,0.0,prs_2_PRS-SHORT-9-ProperPlace,prs_2,physical_plants
1140,2025-08-08 16:56:57.473000,3812.15,3812.45,3813.25,0.3,0.8,1.1,54.545,0.375,0.2727,0.1255,-0.1174,1.5718,0.4182,-0.1468,0.0574,0.1829,0.0655,1,0.65,prs_2_PRS-SHORT-9-ProperPlace,prs_2,physical_plants
1141,2025-08-08 16:56:58.580000,3813.25,3814.05,3816.3,0.8,2.25,3.05,19.672,0.3556,0.2623,0.2694,-0.3408,3.3753,0.3368,-0.1515,0.0655,0.3349,-0.0059,1,0.85,prs_2_PRS-SHORT-9-ProperPlace,prs_2,physical_plants
1142,2025-08-08 16:57:01.580000,3816.3,3818.4,3821.6,2.1,3.2,5.3,11.321,0.6563,0.3962,1.3574,-1.0122,17.0064,0.6464,-0.3163,-0.0059,1.3515,0.3393,1,1.65,prs_2_PRS-SHORT-2-InterestingThings,prs_2,physical_plants
1143,2025-08-08 16:57:06.894000,3821.6,3822.7,3828.5,1.1,5.8,6.9,8.696,0.1897,0.1594,0.6838,-1.0536,8.5668,0.6216,-0.1817,0.3393,1.0231,-0.0305,1,3.15,prs_2_PRS-SHORT-2-InterestingThings,prs_2,physical_plants
1144,2025-08-08 16:57:13.786000,3828.5,3829.4,3833.1,0.9,3.7,4.6,13.043,0.2432,0.1957,0.3953,-0.3792,4.952,0.4392,-0.1025,-0.0305,0.3648,-0.0144,1,0.35,prs_2_PRS-SHORT-2-InterestingThings,prs_2,physical_plants
1145,2025-08-08 16:57:18.378000,3833.1,3836.6,3843.7,3.5,7.1,10.6,5.66,0.493,0.3302,1.5098,-1.4768,18.915,0.4314,-0.208,-0.0144,1.4954,0.0186,0,0.0,prs_2_PRS-SHORT-2-InterestingThings,prs_2,physical_plants
1146,2025-08-08 16:57:28.972000,3843.7,3844.1,3848.5,0.4,4.4,4.8,12.5,0.0909,0.0833,0.2963,-0.3148,3.7116,0.7406,-0.0715,0.0186,0.3148,0.0001,0,0.0,prs_2_PRS-SHORT-1-Fascinating,prs_2,physical_plants
1147,2025-08-08 16:57:33.795000,3848.5,3849.4,3853.2,0.9,3.8,4.7,12.766,0.2368,0.1915,0.4361,-0.4511,5.4633,0.4845,-0.1187,0.0001,0.4361,-0.015,0,0.0,prs_2_PRS-SHORT-1-Fascinating,prs_2,physical_plants
1148,2025-08-08 16:57:38.474000,3853.2,3855.3,3856.7,2.1,1.4,3.5,17.143,1.5,0.6,0.1694,-0.1988,2.1219,0.0807,-0.142,-0.015,0.1544,-0.0445,0,0.0,prs_2_PRS-SHORT-1-Fascinating,prs_2,physical_plants
1149,2025-08-08 16:57:41.984000,3856.7,3857.75,3862.45,1.05,4.7,5.75,10.435,0.2234,0.1826,0.3846,-0.4152,4.818,0.3663,-0.0883,-0.0445,0.3401,-0.0751,0,0.0,prs_2_PRS-SHORT-1-Fascinating,prs_2,physical_plants
1150,2025-08-08 16:57:47.783000,3862.45,3864.05,3869.2,1.6,5.15,6.75,8.889,0.3107,0.237,0.4602,-0.3692,5.766,0.2876,-0.0717,-0.0751,0.3852,0.0159,1,0.65,prs_2_PRS-SHORT-7-ClearOrder,prs_2,physical_plants
1151,2025-08-08 16:57:54.502000,3869.2,3869.55,3871.1,0.35,1.55,1.9,31.579,0.2258,0.1842,0.1467,-0.1849,1.8381,0.4192,-0.1193,0.0159,0.1626,-0.0223,0,0.0,prs_2_PRS-SHORT-7-ClearOrder,prs_2,physical_plants
1152,2025-08-08 16:57:56.394000,3871.1,3872.2,3877.2,1.1,5.0,6.1,9.836,0.22,0.1803,0.3523,-0.3341,4.4135,0.3203,-0.0668,-0.0223,0.33,-0.0041,0,0.0,prs_2_PRS-SHORT-7-ClearOrder,prs_2,physical_plants
1153,2025-08-08 16:58:02.482000,3877.2,3877.7,3879.95,0.5,2.25,2.75,21.818,0.2222,0.1818,0.3363,-0.3454,4.2129,0.6725,-0.1535,-0.0041,0.3322,-0.0132,0,0.0,prs_2_PRS-SHORT-7-ClearOrder,prs_2,physical_plants
1154,2025-08-08 16:58:05.272000,3879.95,3883.15,3884.05,3.2,0.9,4.1,14.634,3.5556,0.7805,0.1381,-0.2202,1.7299,0.0431,-0.2446,-0.0132,0.1248,-0.0953,1,0.75,prs_2_PRS-SHORT-7-ClearOrder,prs_2,physical_plants
1155,2025-08-08 16:58:09.383000,3884.05,3885.3,3888.0,1.25,2.7,3.95,15.19,0.463,0.3165,0.2626,-0.1596,3.2895,0.2101,-0.0591,-0.0953,0.1673,0.0076,0,0.0,prs_2_PRS-SHORT-10-Exploration,prs_2,physical_plants
1156,2025-08-08 16:58:13.282000,3888.0,3890.1,3892.55,2.1,2.45,4.55,13.187,0.8571,0.4615,0.2565,-0.1964,3.2134,0.1221,-0.0801,0.0076,0.2641,0.0678,1,0.25,prs_2_PRS-SHORT-10-Exploration,prs_2,physical_plants
1157,2025-08-08 16:58:17.894000,3892.55,3893.1,3893.6,0.55,0.5,1.05,57.143,1.1,0.5238,0.7701,-0.4672,9.6484,1.4002,-0.9343,0.0678,0.8379,0.3707,0,0.0,prs_2_PRS-SHORT-10-Exploration,prs_2,physical_plants
1158,2025-08-08 16:58:18.884000,3893.6,3894.15,3896.8,0.55,2.65,3.2,18.75,0.2075,0.1719,0.4053,-0.4036,5.0777,0.7369,-0.1523,0.3707,0.776,0.3725,1,0.5,prs_2_PRS-SHORT-10-Exploration,prs_2,physical_plants
1159,2025-08-08 16:58:22.100000,3896.8,3897.45,3898.4,0.65,0.95,1.6,37.5,0.6842,0.4062,0.3082,-0.2764,3.8616,0.4742,-0.2909,0.3725,0.6807,0.4043,1,0.85,prs_2_PRS-SHORT-10-Exploration,prs_2,physical_plants
1160,2025-08-08 16:58:23.684000,3898.4,3899.7,3904.25,1.3,4.55,5.85,10.256,0.2857,0.2222,0.297,-0.6916,3.7211,0.2285,-0.152,0.4043,0.7013,0.0097,1,0.7,prs_2_PRS-SHORT-10-Exploration,prs_2,physical_plants
1161,2025-08-08 16:58:29.563000,3904.25,3905.35,3907.3,1.1,1.95,3.05,19.672,0.5641,0.3607,0.4062,-0.3066,5.0886,0.3692,-0.1572,0.0097,0.4159,0.1093,0,0.0,prs_2_PRS-SHORT-10-Exploration,prs_2,physical_plants
1162,2025-08-08 16:58:32.568000,3907.3,3908.05,3912.1,0.75,4.05,4.8,12.5,0.1852,0.1563,0.1921,-0.3764,2.4062,0.2561,-0.0929,0.1093,0.3014,-0.075,1,0.35,prs_2_PRS-SHORT-4-RefugeNuisances,prs_2,physical_plants
1163,2025-08-08 16:58:37.370000,3912.1,3913.5,3919.9,1.4,6.4,7.8,7.692,0.2188,0.1795,1.2848,-1.2561,16.0964,0.9177,-0.1963,-0.075,1.2098,-0.0463,1,1.0,prs_2_PRS-SHORT-4-RefugeNuisances,prs_2,physical_plants
1164,2025-08-08 16:58:45.197000,3919.9,3922.15,3923.2,2.25,1.05,3.3,18.182,2.1429,0.6818,0.214,-0.2086,2.6815,0.0951,-0.1986,-0.0463,0.1678,-0.0408,0,0.0,prs_2_PRS-SHORT-4-RefugeNuisances,prs_2,physical_plants
1165,2025-08-08 16:58:48.497000,3923.2,3924.9,3927.85,1.7,2.95,4.65,12.903,0.5763,0.3656,0.1609,-0.1566,2.0161,0.0947,-0.0531,-0.0408,0.1201,-0.0364,0,0.0,prs_2_PRS-SHORT-4-RefugeNuisances,prs_2,physical_plants
1166,2025-08-08 16:58:53.180000,3927.85,3929.7,3936.0,1.85,6.3,8.15,7.362,0.2937,0.227,0.2168,-0.2405,2.7159,0.1172,-0.0382,-0.0364,0.1803,-0.0602,2,1.95,sart_6,sart_6,physical_plants
1167,2025-08-08 16:59:01.284000,3936.0,3936.6,3937.05,0.6,0.45,1.05,57.143,1.3333,0.5714,0.9612,-0.4233,12.042,1.602,-0.9408,-0.0602,0.901,0.4776,0,0.0,sart_6,sart_6,unmarked
1168,2025-08-08 16:59:02.390000,3937.05,3937.4,3941.9,0.35,4.5,4.85,12.371,0.0778,0.0722,0.4333,-1.076,5.4285,1.238,-0.2391,0.4776,0.9109,-0.1651,1,0.55,sart_6,sart_6,unmarked
1169,2025-08-08 16:59:07.184000,3941.9,3943.9,3945.0,2.0,1.1,3.1,19.355,1.8182,0.6452,0.383,-0.3412,4.798,0.1915,-0.3102,-0.1651,0.2179,-0.1233,0,0.0,sart_6,sart_6,unmarked
1170,2025-08-08 16:59:10.284000,3945.0,3945.6,3945.85,0.6,0.25,0.85,70.588,2.4,0.7059,0.2005,-0.1861,2.5123,0.3342,-0.7444,-0.1233,0.0772,-0.1089,0,0.0,sart_6,sart_6,unmarked
1171,2025-08-08 16:59:11.182000,3945.85,3946.35,3946.7,0.5,0.35,0.85,70.588,1.4286,0.5882,0.2014,-0.1285,2.5238,0.4029,-0.3671,-0.1089,0.0925,-0.036,0,0.0,sart_6,sart_6,unmarked
1172,2025-08-08 16:59:11.993000,3946.7,3946.95,3948.2,0.25,1.25,1.5,40.0,0.2,0.1667,0.1238,-0.229,1.5509,0.4952,-0.1832,-0.036,0.0878,-0.1411,1,0.25,sart_6,sart_6,unmarked
1173,2025-08-08 16:59:13.489000,3948.2,3949.05,3953.4,0.85,4.35,5.2,11.538,0.1954,0.1635,0.1691,-0.0508,2.1186,0.1989,-0.0117,-0.1411,0.028,-0.0228,1,0.3,sart_6,sart_6,unmarked
1174,2025-08-08 16:59:18.680000,3953.4,3954.6,3955.35,1.2,0.75,1.95,30.769,1.6,0.6154,2.5755,-1.4301,32.2664,2.1462,-1.9068,-0.0228,2.5527,1.1226,1,0.65,sart_6,sart_6,unmarked
1175,2025-08-08 16:59:20.684000,3955.35,3956.3,3957.6,0.95,1.3,2.25,26.667,0.7308,0.4222,1.0771,-1.5949,13.4947,1.1338,-1.2269,1.1226,2.1997,0.6048,0,0.0,sart_6,sart_6,unmarked
1176,2025-08-08 16:59:22.877000,3957.6,3959.25,3960.15,1.65,0.9,2.55,23.529,1.8333,0.6471,1.2477,-1.1695,15.632,0.7562,-1.2994,0.6048,1.8525,0.683,1,0.8,sart_6,sart_6,unmarked
1177,2025-08-08 16:59:25.488000,3960.15,3962.0,3963.1,1.85,1.1,2.95,20.339,1.6818,0.6271,0.2909,-0.3137,3.6448,0.1573,-0.2852,0.683,0.9739,0.6603,0,0.0,sart_6,sart_6,unmarked
1178,2025-08-08 16:59:28.401000,3963.1,3964.1,3966.95,1.0,2.85,3.85,15.584,0.3509,0.2597,0.4816,-0.5847,6.0335,0.4816,-0.2051,0.6603,1.1419,0.5572,1,0.45,sart_6,sart_6,unmarked
1179,2025-08-08 16:59:32.299000,3966.95,3968.2,3969.15,1.25,0.95,2.2,27.273,1.3158,0.5682,0.6947,-0.7011,8.7032,0.5557,-0.738,0.5572,1.2519,0.5508,1,0.85,sart_6,sart_6,unmarked
1180,2025-08-08 16:59:34.493000,3969.15,3972.3,3973.0,3.15,0.7,3.85,15.584,4.5,0.8182,1.6551,-1.9362,20.7354,0.5254,-2.7659,0.5508,2.2059,0.2697,0,0.0,sart_6,sart_6,unmarked
1181,2025-08-08 16:59:38.270000,3973.0,3973.35,3974.2,0.35,0.85,1.2,50.0,0.4118,0.2917,0.4485,-0.5974,5.6185,1.2813,-0.7029,0.2697,0.7182,0.1208,0,0.0,sart_6,sart_6,unmarked
1182,2025-08-08 16:59:39.468000,3974.2,3979.2,3981.75,5.0,2.55,7.55,7.947,1.9608,0.6623,0.5645,-0.7155,7.0723,0.1129,-0.2806,0.1208,0.6853,-0.0303,1,0.45,sart_6,sart_6,unmarked
1183,2025-08-08 16:59:47.093000,3981.75,3982.75,3984.65,1.0,1.9,2.9,20.69,0.5263,0.3448,0.247,-0.2592,3.095,0.247,-0.1364,-0.0303,0.2168,-0.0424,1,0.4,sart_6,sart_6,unmarked
1184,2025-08-08 16:59:50.002000,3984.65,3986.95,3990.25,2.3,3.3,5.6,10.714,0.697,0.4107,0.297,-0.2764,3.7212,0.1291,-0.0838,-0.0424,0.2546,-0.0218,1,0.55,sart_6,sart_6,unmarked
1185,2025-08-08 16:59:55.574000,3990.25,3991.3,3993.3,1.05,2.0,3.05,19.672,0.525,0.3443,0.2689,-0.2671,3.3689,0.2561,-0.1336,-0.0218,0.2471,-0.02,1,0.45,sart_6,sart_6,unmarked
1186,2025-08-08 16:59:58.580000,3993.3,3994.4,3995.7,1.1,1.3,2.4,25.0,0.8462,0.4583,0.301,-0.2821,3.7715,0.2737,-0.217,-0.02,0.281,-0.0011,0,0.0,sart_6,sart_6,unmarked
1187,2025-08-08 17:00:00.974000,3995.7,3997.15,3998.5,1.45,1.35,2.8,21.429,1.0741,0.5179,0.2963,-0.2928,3.712,0.2043,-0.2169,-0.0011,0.2951,0.0024,0,0.0,sart_6,sart_6,unmarked
1188,2025-08-08 17:00:03.767000,3998.5,4000.0,4001.55,1.5,1.55,3.05,19.672,0.9677,0.4918,0.2637,-0.2769,3.3042,0.1758,-0.1786,0.0024,0.2661,-0.0108,1,0.35,sart_6,sart_6,unmarked
1189,2025-08-08 17:00:06.888000,4001.55,4002.7,4004.3,1.15,1.6,2.75,21.818,0.7187,0.4182,0.3114,-0.3013,3.9013,0.2708,-0.1883,-0.0108,0.3006,-0.0007,0,0.0,sart_6,sart_6,unmarked
1190,2025-08-08 17:00:09.593000,4004.3,4005.4,4007.3,1.1,1.9,3.0,20.0,0.5789,0.3667,0.3051,-0.3142,3.8224,0.2774,-0.1654,-0.0007,0.3044,-0.0098,1,0.4,sart_6,sart_6,unmarked
1191,2025-08-08 17:00:12.585000,4007.3,4008.5,4010.25,1.2,1.75,2.95,20.339,0.6857,0.4068,0.3072,-0.3054,3.8492,0.256,-0.1745,-0.0098,0.2974,-0.0079,0,0.0,sart_6,sart_6,unmarked
1192,2025-08-08 17:00:15.529000,4010.25,4011.35,4013.1,1.1,1.75,2.85,21.053,0.6286,0.386,0.3217,-0.3054,4.0304,0.2925,-0.1745,-0.0079,0.3138,0.0084,1,0.4,sart_6,sart_6,unmarked
1193,2025-08-08 17:00:18.391000,4013.1,4014.3,4015.95,1.2,1.65,2.85,21.053,0.7273,0.4211,0.3436,-0.3531,4.3043,0.2863,-0.214,0.0084,0.3519,-0.0012,0,0.0,sart_6,sart_6,unmarked
