breath,start_s,mid_s,peak_s,end_s,clock,inhale_dur_s,exhale_dur_s,cycle_dur_s,rate_bpm,ie_ratio,duty_cycle,inhale_amp_norm,exhale_amp_norm,inhale_amp_raw,inhale_slope_norm,n_holds,hold_dur_s,event_marker,phase,amp_local_median,amp_ratio,is_sigh,cv_cycle_w,succ_diff_w,autocorr1_w,arousal_index_z
1012,3298.3,3300.425,3300.2,3302.55,2025-08-08 16:48:23.598000,1.9,2.35,4.25,14.118,0.8085,0.4471,0.3394,-0.3355,4.25238,0.1786,1,0.55,task_2,task_2,3.94454,1.078,0,0.2424,0.8643,0.065,-0.8339
1013,3302.55,3303.8,3303.6,3305.05,2025-08-08 16:48:27.832000,1.05,1.45,2.5,24.0,0.7241,0.42,0.194,-0.166,2.43037,0.1848,0,0.0,task_2,task_2,4.17862,0.582,0,0.2364,0.8214,0.0643,-0.3167
1014,3305.05,3306.625,3306.45,3308.2,2025-08-08 16:48:30.375000,1.4,1.75,3.15,19.048,0.8,0.4444,0.3618,-0.3728,4.53227,0.2584,0,0.0,task_2,task_2,4.17862,1.085,0,0.236,0.8024,0.1274,-0.5868
1015,3308.2,3309.525,3309.25,3310.85,2025-08-08 16:48:33.498000,1.05,1.6,2.65,22.642,0.6563,0.3962,0.3002,-0.2838,3.76102,0.2859,0,0.0,task_2,task_2,4.0807,0.922,0,0.2137,0.7071,0.2403,-0.4636
1016,3310.85,3312.6,3312.3,3314.35,2025-08-08 16:48:36.195000,1.45,2.05,3.5,17.143,0.7073,0.4143,0.3665,-0.385,4.59138,0.2527,0,0.0,task_2,task_2,4.07872,1.126,0,0.2098,0.6,0.22,-0.7747
1017,3314.35,3315.875,3315.45,3317.4,2025-08-08 16:48:39.681000,1.1,1.95,3.05,19.672,0.5641,0.3607,0.3112,-0.317,3.89879,0.2829,0,0.0,task_2,task_2,4.07872,0.956,0,0.2051,0.6071,0.2017,-0.6526
1018,3317.4,3318.925,3318.6,3320.45,2025-08-08 16:48:42.736000,1.2,1.85,3.05,19.672,0.6486,0.3934,0.3148,-0.3153,3.94454,0.2624,0,0.0,task_2,task_2,4.07872,0.967,0,0.2028,0.6071,0.3755,-0.66
1019,3320.45,3322.0,3321.9,3323.55,2025-08-08 16:48:45.767000,1.45,1.65,3.1,19.355,0.8788,0.4677,0.3061,-0.3061,3.83473,0.2111,0,0.0,task_2,task_2,4.07872,0.94,0,0.1676,0.5214,-0.0336,-0.7906
1020,3323.55,3325.1,3325.0,3326.65,2025-08-08 16:48:48.917000,1.45,1.65,3.1,19.355,0.8788,0.4677,0.246,-0.2475,3.08167,0.1696,0,0.0,task_2,task_2,4.07872,0.756,0,0.1435,0.5595,-0.4333,-0.8683
1021,3326.65,3328.675,3328.35,3330.7,2025-08-08 16:48:51.986000,1.7,2.35,4.05,14.815,0.7234,0.4198,0.2828,-0.2815,3.54247,0.1663,0,0.0,task_2,task_2,4.07872,0.869,0,0.1385,0.5643,-0.4514,-1.1309
1022,3330.7,3332.1,3331.85,3333.5,2025-08-08 16:48:55.996000,1.15,1.65,2.8,21.429,0.697,0.4107,0.2939,-0.2937,3.68171,0.2555,0,0.0,task_2,task_2,4.0807,0.902,0,0.1415,0.5405,-0.4974,-0.7621
1023,3333.5,3335.05,3335.0,3336.6,2025-08-08 16:48:58.785000,1.5,1.6,3.1,19.355,0.9375,0.4839,0.3335,-0.3287,4.17862,0.2224,0,0.0,task_2,task_2,4.0807,1.024,0,0.1237,0.4929,-0.3309,-0.9321
1024,3336.6,3338.2,3337.9,3339.8,2025-08-08 16:49:01.883000,1.3,1.9,3.2,18.75,0.6842,0.4063,0.3256,-0.3383,4.07872,0.2504,0,0.0,task_2,task_2,4.17862,0.976,0,0.1135,0.4262,-0.3668,-0.9978
1025,3339.8,3341.4,3340.8,3343.0,2025-08-08 16:49:05.085000,1.0,2.2,3.2,18.75,0.4545,0.3125,0.3257,-0.3395,4.0807,0.3257,1,0.45,task_2,task_2,4.17862,0.977,0,0.1135,0.3976,-0.3896,-0.9978
1026,3343.0,3344.625,3344.4,3346.25,2025-08-08 16:49:08.272000,1.4,1.85,3.25,18.462,0.7568,0.4308,0.3243,-0.3124,4.06282,0.2316,0,0.0,task_2,task_2,4.17862,0.972,0,0.1772,0.4738,-0.1477,-0.8082
1027,3346.25,3347.95,3347.6,3349.65,2025-08-08 16:49:11.571000,1.35,2.05,3.4,17.647,0.6585,0.3971,0.3721,-0.3699,4.66199,0.2756,0,0.0,task_2,task_2,4.17862,1.116,0,0.4021,0.6214,0.7214,-0.1276
1028,3349.65,3351.275,3351.05,3352.9,2025-08-08 16:49:14.934000,1.4,1.85,3.25,18.462,0.7568,0.4308,0.389,-0.3832,4.87309,0.2778,0,0.0,task_2,task_2,4.17862,1.166,0,0.3993,0.8857,0.2495,-0.0924
1029,3352.9,3354.25,3354.1,3355.6,2025-08-08 16:49:18.174000,1.2,1.5,2.7,22.222,0.8,0.4444,0.4173,-0.3262,5.22812,0.3478,0,0.0,task_2,task_2,4.25732,1.228,0,0.3938,0.9095,0.242,0.0941
1030,3355.6,3357.625,3356.65,3359.65,2025-08-08 16:49:20.872000,1.05,3.0,4.05,14.815,0.35,0.2593,0.4233,-0.4858,5.30285,0.4031,1,0.85,task_2,task_2,4.29522,1.235,0,0.431,1.0833,0.2179,-0.1882
1031,3359.65,3361.175,3360.9,3362.7,2025-08-08 16:49:24.977000,1.25,1.8,3.05,19.672,0.6944,0.4098,0.4367,-0.4413,5.4711,0.3494,0,0.0,task_2,task_2,4.29522,1.274,0,0.4509,1.3548,0.0522,0.1396
1032,3362.7,3364.125,3363.8,3365.55,2025-08-08 16:49:27.977000,1.1,1.75,2.85,21.053,0.6286,0.386,0.3398,-0.3457,4.25732,0.3089,1,0.45,task_2,task_2,4.29522,0.991,0,0.4503,1.4238,0.0397,0.2127
1033,3365.55,3367.0,3366.65,3368.45,2025-08-08 16:49:30.885000,1.1,1.8,2.9,20.69,0.6111,0.3793,0.364,-0.3596,4.5608,0.3309,0,0.0,task_2,task_2,4.29522,1.062,0,0.439,1.3667,0.0287,0.1566
1034,3368.45,3370.075,3369.75,3371.7,2025-08-08 16:49:33.797000,1.3,1.95,3.25,18.462,0.6667,0.4,0.3607,-0.3733,4.51919,0.2775,0,0.0,task_2,task_2,4.29522,1.052,0,0.4359,1.3905,0.0162,0.0256
1035,3371.7,3373.35,3372.9,3375.0,2025-08-08 16:49:36.985000,1.2,2.1,3.3,18.182,0.5714,0.3636,0.3428,-0.3599,4.29522,0.2857,0,0.0,task_2,task_2,4.34503,0.989,0,0.4769,1.5,0.0317,0.1425
1036,3375.0,3377.7,3376.0,3380.4,2025-08-08 16:49:40.277000,1.0,4.4,5.4,11.111,0.2273,0.1852,0.309,-0.2817,3.87177,0.309,0,0.0,task_2,task_2,4.34503,0.891,0,0.4714,1.6381,0.0206,-0.2592
1037,3380.4,3385.075,3383.3,3389.75,2025-08-08 16:49:45.675000,2.9,6.45,9.35,6.417,0.4496,0.3102,1.7085,-1.8402,21.40456,0.5891,0,0.0,task_2,task_2,4.51919,4.736,1,0.4709,1.7405,0.018,-0.5156
1038,3389.75,3391.425,3391.6,3393.1,2025-08-08 16:49:55.101000,1.85,1.5,3.35,17.91,1.2333,0.5522,0.2854,-0.2798,3.57525,0.1543,0,0.0,task_2,task_2,4.51919,0.791,0,0.4669,1.7476,0.0663,0.0955
1039,3393.1,3395.025,3393.5,3396.95,2025-08-08 16:49:58.405000,0.4,3.45,3.85,15.584,0.1159,0.1039,0.5319,-0.4521,6.6643,1.3298,0,0.0,task_2,task_2,4.51919,1.475,0,0.4588,1.8071,0.0561,-0.0569
1040,3396.95,3400.725,3399.85,3404.5,2025-08-08 16:50:02.297000,2.9,4.65,7.55,7.947,0.6237,0.3841,0.7238,-0.6847,9.06774,0.2496,0,0.0,task_2_1,task_2_1,4.51919,2.006,1,0.4447,1.8548,0.058,-0.517
1041,3404.5,3405.425,3405.05,3406.35,2025-08-08 16:50:09.889000,0.55,1.3,1.85,32.432,0.4231,0.2973,0.2793,-0.3039,3.49885,0.5078,0,0.0,task_2_1,task_2_1,4.51919,0.774,0,0.4445,1.8024,0.0959,0.8119
1042,3406.35,3408.475,3407.1,3410.6,2025-08-08 16:50:11.688000,0.75,3.5,4.25,14.118,0.2143,0.1765,0.3296,-0.301,4.12905,0.4394,0,0.0,task_2_1,task_2_1,4.51919,0.914,0,0.472,1.981,-0.0062,-0.0939
1043,3410.6,3412.7,3411.15,3414.8,2025-08-08 16:50:15.888000,0.55,3.65,4.2,14.286,0.1507,0.131,0.2912,-0.3288,3.64866,0.5295,1,0.65,task_2_1,task_2_1,4.51919,0.807,0,0.4562,2.1762,-0.0845,-0.1357
1044,3414.8,3416.5,3415.2,3418.2,2025-08-08 16:50:20.086000,0.4,3.0,3.4,17.647,0.1333,0.1176,0.2324,-0.2416,2.91134,0.5809,1,0.65,task_2_1,task_2_1,4.51919,0.644,0,0.4463,2.2667,-0.1225,0.0149
1045,3418.2,3418.7,3418.7,3419.2,2025-08-08 16:50:23.478000,0.5,0.5,1.0,60.0,1.0,0.5,0.3468,-0.144,4.34503,0.6936,0,0.0,task_2_1,task_2_1,4.37475,0.993,0,0.4572,2.4762,-0.1682,2.3498
1046,3419.2,3421.15,3419.7,3423.1,2025-08-08 16:50:24.467000,0.5,3.4,3.9,15.385,0.1471,0.1282,0.1749,-0.3515,2.19105,0.3498,0,0.0,task_2_1,task_2_1,4.37475,0.501,0,0.4696,2.7667,-0.2379,-0.0329
1047,3423.1,3426.15,3425.35,3429.2,2025-08-08 16:50:28.374000,2.25,3.85,6.1,9.836,0.5844,0.3689,1.0964,-0.7813,13.73562,0.4873,0,0.0,task_2_1,task_2_1,4.47599,3.069,1,0.4712,2.781,-0.311,-0.329
1048,3429.2,3432.1,3429.7,3435.0,2025-08-08 16:50:34.486000,0.5,5.3,5.8,10.345,0.0943,0.0862,0.4331,-0.5879,5.42581,0.8662,1,1.85,task_2_1,task_2_1,4.37475,1.24,0,0.433,2.6119,-0.2868,-0.4245
1049,3435.0,3437.2,3435.6,3439.4,2025-08-08 16:50:40.280000,0.6,3.8,4.4,13.636,0.1579,0.1364,0.4193,-0.506,5.2532,0.6988,1,1.0,task_2_1,task_2_1,4.37475,1.201,0,0.4549,2.4452,-0.2845,-0.1752
1050,3439.4,3442.375,3439.85,3445.35,2025-08-08 16:50:44.695000,0.45,5.5,5.95,10.084,0.0818,0.0756,0.4064,-0.587,5.0918,0.9032,1,2.2,task_2_1,task_2_1,4.34503,1.172,0,0.4514,2.5405,-0.2712,-0.3794
1051,3445.35,3448.45,3447.0,3451.55,2025-08-08 16:50:50.687000,1.65,4.55,6.2,9.677,0.3626,0.2661,0.8631,-0.7592,10.81298,0.5231,1,1.1,task_2_1,task_2_1,4.34503,2.489,1,0.4396,2.4619,-0.1714,-0.4395
1052,3451.55,3452.275,3452.3,3453.0,2025-08-08 16:50:56.864000,0.75,0.7,1.45,41.379,1.0714,0.5172,0.6946,-0.2362,8.70231,0.9261,0,0.0,task_2_1,task_2_1,4.34503,2.003,0,0.4147,2.331,-0.2093,1.2017
1053,3453.0,3455.875,3453.55,3458.75,2025-08-08 16:50:58.277000,0.55,5.2,5.75,10.435,0.1058,0.0957,0.1954,-0.6076,2.44746,0.3552,0,0.0,task_2_1,task_2_1,4.37475,0.559,0,0.4244,2.2333,-0.189,-0.4473
1054,3458.75,3460.65,3460.1,3462.55,2025-08-08 16:51:04.105000,1.35,2.45,3.8,15.789,0.551,0.3553,0.3718,-0.27,4.65803,0.2754,0,0.0,task_2_1,task_2_1,4.37475,1.065,0,0.4289,2.2524,-0.1761,-0.1421
1055,3462.55,3466.825,3464.55,3471.1,2025-08-08 16:51:07.885000,2.0,6.55,8.55,7.018,0.3053,0.2339,0.3492,-0.8833,4.37475,0.1746,2,1.55,task_2_1,task_2_1,4.46941,0.979,0,0.437,2.2548,-0.2214,-0.5923
1056,3471.1,3472.3,3471.6,3473.5,2025-08-08 16:51:16.367000,0.5,1.9,2.4,25.0,0.2632,0.2083,0.2551,-0.2123,3.19659,0.5103,0,0.0,task_2_1,task_2_1,4.47599,0.714,0,0.3907,2.1833,-0.2462,0.2349
1057,3473.5,3475.9,3474.15,3478.3,2025-08-08 16:51:18.925000,0.65,4.15,4.8,12.5,0.1566,0.1354,0.3573,-0.3739,4.47599,0.5496,0,0.0,task_2_1,task_2_1,4.65803,0.961,0,0.3933,2.0476,-0.2232,-0.4354
1058,3478.3,3480.5,3478.7,3482.7,2025-08-08 16:51:23.568000,0.4,4.0,4.4,13.636,0.1,0.0909,0.2587,-0.2623,3.24074,0.6467,0,0.0,task_2_1,task_2_1,4.65803,0.696,0,0.3912,1.9738,-0.2781,-0.3805
1059,3482.7,3483.65,3483.3,3484.6,2025-08-08 16:51:27.984000,0.6,1.3,1.9,31.579,0.4615,0.3158,0.2643,-0.1977,3.31122,0.4405,0,0.0,task_2_1,task_2_1,4.65803,0.711,0,0.3912,1.9714,-0.2881,0.5938
1060,3484.6,3486.8,3485.1,3489.0,2025-08-08 16:51:29.990000,0.5,3.9,4.4,13.636,0.1282,0.1136,0.2259,-0.3525,2.83014,0.4518,2,0.95,task_2_1,task_2_1,4.65803,0.608,0,0.4879,2.2381,-0.2425,-0.0689
1061,3489.0,3492.225,3490.75,3495.45,2025-08-08 16:51:34.276000,1.75,4.7,6.45,9.302,0.3723,0.2713,0.7846,-0.2807,9.82952,0.4483,1,0.35,task_2_1,task_2_1,4.65803,2.11,1,0.5128,2.5762,-0.3514,-0.224
1062,3495.45,3497.2,3496.35,3498.95,2025-08-08 16:51:40.791000,0.9,2.6,3.5,17.143,0.3462,0.2571,0.3394,-0.411,4.25184,0.3771,1,0.4,task_2_1,task_2_1,4.47599,0.95,0,0.5145,2.6571,-0.3081,0.2073
1063,3498.95,3500.525,3500.05,3502.1,2025-08-08 16:51:44.295000,1.1,2.05,3.15,19.048,0.5366,0.3492,0.3872,-0.3051,4.85094,0.352,0,0.0,task_2_1,task_2_1,4.46941,1.085,0,0.484,2.4738,-0.2782,0.2124
1064,3502.1,3503.9,3503.2,3505.7,2025-08-08 16:51:47.395000,1.1,2.5,3.6,16.667,0.44,0.3056,0.3202,-0.3998,4.01106,0.2911,1,0.4,task_2_1,task_2_1,4.47599,0.896,0,0.4866,2.3095,-0.2711,0.0915
1065,3505.7,3507.075,3506.8,3508.45,2025-08-08 16:51:50.989000,1.1,1.65,2.75,21.818,0.6667,0.4,0.3567,-0.3208,4.46941,0.3243,0,0.0,task_2_1,task_2_1,4.46941,1.0,0,0.4829,2.2214,-0.277,0.3593
1066,3508.45,3510.275,3510.05,3512.1,2025-08-08 16:51:53.780000,1.6,2.05,3.65,16.438,0.7805,0.4384,0.4539,-0.4664,5.68614,0.2837,0,0.0,task_2_1,task_2_1,4.46941,1.272,0,0.4905,2.1405,-0.2036,0.0917
1067,3512.1,3513.9,3513.5,3515.7,2025-08-08 16:51:57.377000,1.4,2.2,3.6,16.667,0.6364,0.3889,0.5117,-0.5042,6.41025,0.3655,0,0.0,task_2_1,task_2_1,4.46941,1.434,0,0.4814,2.119,-0.2758,0.0748
1068,3515.7,3517.825,3517.85,3519.95,2025-08-08 16:52:00.975000,2.15,2.1,4.25,14.118,1.0238,0.5059,0.7655,-1.0779,9.59029,0.356,0,0.0,task_2_1,task_2_1,4.43243,2.164,1,0.5096,2.2429,-0.3303,0.0272
1069,3519.95,3521.95,3522.4,3523.95,2025-08-08 16:52:05.299000,2.45,1.55,4.0,15.0,1.5806,0.6125,2.2088,-1.8308,27.67225,0.9015,0,0.0,task_2_1,task_2_1,4.46941,6.191,1,0.5333,2.5238,-0.3899,0.1515
1070,3523.95,3529.45,3525.4,3534.95,2025-08-08 16:52:09.286000,1.45,9.55,11.0,5.455,0.1518,0.1318,1.1148,-1.388,13.96603,0.7688,2,1.25,task_2_2,task_2_2,4.53797,3.078,1,0.501,2.5429,-0.3235,-0.4709
1071,3534.95,3536.125,3536.05,3537.3,2025-08-08 16:52:20.267000,1.1,1.25,2.35,25.532,0.88,0.4681,0.4793,-0.1673,6.00455,0.4357,1,0.4,task_2_2,task_2_2,4.53797,1.323,0,0.5162,2.5476,-0.3409,0.6683
1072,3537.3,3539.45,3537.95,3541.6,2025-08-08 16:52:22.582000,0.65,3.65,4.3,13.953,0.1781,0.1512,0.1607,-0.3927,2.01288,0.2472,0,0.0,task_2_2,task_2_2,4.53797,0.444,0,0.5212,2.4905,-0.3189,0.0557
1073,3541.6,3543.3,3542.8,3545.0,2025-08-08 16:52:26.989000,1.2,2.2,3.4,17.647,0.5455,0.3529,0.2418,-0.2336,3.02924,0.2015,0,0.0,task_2_2,task_2_2,4.6054,0.658,0,0.53,2.3929,-0.3167,0.2846
1074,3545.0,3547.125,3545.6,3549.25,2025-08-08 16:52:30.286000,0.6,3.65,4.25,14.118,0.1644,0.1412,0.3622,-0.3654,4.53797,0.6037,0,0.0,task_2_2,task_2_2,4.6054,0.985,0,0.5719,2.469,-0.2555,0.228
1075,3549.25,3551.425,3551.25,3553.6,2025-08-08 16:52:34.582000,2.0,2.35,4.35,13.793,0.8511,0.4598,0.2826,-0.1347,3.54045,0.1413,0,0.0,task_2_2,task_2_2,4.6054,0.769,0,0.5701,2.5905,-0.2414,0.2046
1076,3553.6,3554.25,3554.1,3554.9,2025-08-08 16:52:38.897000,0.5,0.8,1.3,46.154,0.625,0.3846,0.1838,-0.1492,2.30277,0.3676,1,0.6,task_2_2,task_2_2,4.73982,0.486,0,0.5752,2.6167,-0.2411,1.9782
1077,3554.9,3558.4,3555.55,3561.9,2025-08-08 16:52:40.185000,0.65,6.35,7.0,8.571,0.1024,0.0929,0.3538,-0.431,4.43243,0.5443,1,1.0,task_2_2,task_2_2,4.6054,0.962,0,0.5847,2.5929,-0.2188,-0.0319
1078,3561.9,3562.9,3562.3,3563.9,2025-08-08 16:52:47.181000,0.4,1.6,2.0,30.0,0.25,0.2,0.2057,-0.2213,2.57649,0.5141,0,0.0,task_2_2,task_2_2,4.53797,0.568,0,0.6044,2.6238,-0.1917,1.1952
1079,3563.9,3568.05,3565.2,3572.2,2025-08-08 16:52:49.185000,1.3,7.0,8.3,7.229,0.1857,0.1566,0.4161,-0.5328,5.21329,0.3201,1,1.9,task_2_2,task_2_2,4.43243,1.176,0,0.6092,2.6643,-0.1834,-0.0258
1080,3572.2,3574.9,3572.7,3577.6,2025-08-08 16:52:57.495000,0.5,4.9,5.4,11.111,0.102,0.0926,0.3783,-0.331,4.73982,0.7567,1,1.65,task_2_2,task_2_2,4.26237,1.112,0,0.6264,2.7071,-0.2491,0.2404
1081,3577.6,3579.0,3578.65,3580.4,2025-08-08 16:53:02.875000,1.05,1.75,2.8,21.429,0.6,0.375,0.1138,-0.1204,1.42531,0.1083,0,0.0,task_2_2,task_2_2,4.26237,0.334,0,0.5162,2.5571,-0.2357,0.4455
1082,3580.4,3582.225,3581.1,3584.05,2025-08-08 16:53:05.688000,0.7,2.95,3.65,16.438,0.2373,0.1918,0.3676,-0.3743,4.6054,0.5251,2,0.85,task_2_2,task_2_2,4.26237,1.08,0,0.5091,2.3095,-0.2451,0.1516
1083,3584.05,3585.425,3584.8,3586.8,2025-08-08 16:53:09.377000,0.75,2.0,2.75,21.818,0.375,0.2727,0.4275,-0.2477,5.35583,0.57,0,0.0,task_2_2,task_2_2,4.43243,1.208,0,0.5154,2.2333,-0.2377,0.4641
1084,3586.8,3587.2,3587.1,3587.6,2025-08-08 16:53:12.083000,0.3,0.5,0.8,75.0,0.6,0.375,0.3903,-0.231,4.88935,1.3009,0,0.0,task_2_2,task_2_2,4.53797,1.077,0,0.5115,2.2786,-0.2412,3.3393
1085,3587.6,3589.5,3588.5,3591.4,2025-08-08 16:53:12.886000,0.9,2.9,3.8,15.789,0.3103,0.2368,0.3402,-0.5024,4.26237,0.378,0,0.0,task_2_2,task_2_2,4.43243,0.962,0,0.5201,2.3357,-0.2577,0.1518
1086,3591.4,3592.6,3592.5,3593.8,2025-08-08 16:53:16.785000,1.1,1.3,2.4,25.0,0.8462,0.4583,0.4746,-0.3192,5.94624,0.4315,0,0.0,task_2_2,task_2_2,4.43243,1.342,0,0.5652,2.5905,-0.2464,0.7973
1087,3593.8,3595.2,3594.25,3596.6,2025-08-08 16:53:19.070000,0.45,2.35,2.8,21.429,0.1915,0.1607,0.305,-0.4689,3.82118,0.6778,1,0.6,task_2_2,task_2_2,4.60345,0.83,0,0.5405,2.7214,-0.2066,0.5238
1088,3596.6,3597.65,3598.1,3598.7,2025-08-08 16:53:21.887000,1.5,0.6,2.1,28.571,2.5,0.7143,0.2297,-0.212,2.87753,0.1531,1,0.5,task_2_2,task_2_2,4.60345,0.625,0,0.5263,2.531,-0.1567,0.8659
1089,3598.7,3600.5,3600.25,3602.3,2025-08-08 16:53:23.992000,1.55,2.05,3.6,16.667,0.7561,0.4306,0.0781,-0.1393,0.97876,0.0504,1,0.55,task_2_2,task_2_2,4.60345,0.213,0,0.5143,2.369,-0.0671,0.1808
1090,3602.3,3603.525,3602.9,3604.75,2025-08-08 16:53:27.588000,0.6,1.85,2.45,24.49,0.3243,0.2449,0.2391,-0.4262,2.99598,0.3986,0,0.0,task_2_2,task_2_2,4.29419,0.698,0,0.4736,2.0786,-0.2306,0.4744
1091,3604.75,3607.9,3606.65,3611.05,2025-08-08 16:53:30.022000,1.9,4.4,6.3,9.524,0.4318,0.3016,0.3881,-0.3776,4.86259,0.2043,0,0.0,task_2_2,task_2_2,4.26237,1.141,0,0.468,2.0,-0.2202,-0.3563
1092,3611.05,3612.475,3613.2,3613.9,2025-08-08 16:53:36.374000,2.15,0.7,2.85,21.053,3.0714,0.7544,0.4908,-0.2013,6.14835,0.2283,0,0.0,task_2_2,task_2_2,4.29419,1.432,0,0.6519,2.2905,-0.1004,0.8624
1093,3613.9,3615.5,3614.4,3617.1,2025-08-08 16:53:39.196000,0.5,2.7,3.2,18.75,0.1852,0.1563,0.4691,-0.7745,5.87662,0.9381,0,0.0,task_2_2,task_2_2,4.26237,1.379,0,0.6581,2.4548,0.2083,0.7574
1094,3617.1,3619.625,3618.0,3622.15,2025-08-08 16:53:42.374000,0.9,4.15,5.05,11.881,0.2169,0.1782,0.4324,-0.2464,5.41742,0.4805,1,1.7,subject_idle,subject_idle,4.26237,1.271,0,0.6457,2.619,0.1608,0.3444
1095,3622.15,3623.65,3622.9,3625.15,2025-08-08 16:53:47.475000,0.75,2.25,3.0,20.0,0.3333,0.25,0.2786,-0.3411,3.49008,0.3714,0,0.0,prs_2,prs_2,3.86876,0.902,0,0.6141,2.5905,0.1585,0.6834
1096,3625.15,3629.375,3628.6,3633.6,2025-08-08 16:53:50.475000,3.45,5.0,8.45,7.101,0.69,0.4083,0.2239,-0.0333,2.80522,0.0649,1,0.75,prs_2,prs_2,3.86876,0.725,0,0.6054,2.5881,0.1362,-0.045
1097,3633.6,3634.925,3634.75,3636.25,2025-08-08 16:53:58.906000,1.15,1.5,2.65,22.642,0.7667,0.434,0.3674,-0.3548,4.60345,0.3195,0,0.0,prs_2,prs_2,3.86876,1.19,0,0.5894,2.6048,0.1082,0.7473
1098,3636.25,3638.425,3637.5,3640.6,2025-08-08 16:54:01.578000,1.25,3.1,4.35,13.793,0.4032,0.2874,0.1499,-0.3381,1.87843,0.1199,2,0.65,prs_2,prs_2,3.86876,0.486,0,0.5822,2.6,0.0868,0.2436
1099,3640.6,3641.975,3641.75,3643.35,2025-08-08 16:54:05.897000,1.15,1.6,2.75,21.818,0.7188,0.4182,0.3428,-0.331,4.29419,0.2981,0,0.0,prs_2,prs_2,3.92874,1.093,0,0.5511,2.6881,0.0576,0.5791
1100,3643.35,3644.625,3644.6,3645.9,2025-08-08 16:54:08.688000,1.25,1.3,2.55,23.529,0.9615,0.4902,0.3088,-0.357,3.86876,0.247,0,0.0,prs_2,prs_2,3.98902,0.97,0,0.5669,2.7881,0.0158,0.7229
1101,3645.9,3647.8,3647.75,3649.7,2025-08-08 16:54:11.174000,1.85,1.95,3.8,15.789,0.9487,0.4868,0.2918,-0.2503,3.65537,0.1577,0,0.0,prs_2,prs_2,3.98902,0.916,0,0.5757,2.7548,0.092,0.331
1102,3649.7,3655.95,3653.35,3662.2,2025-08-08 16:54:14.986000,3.65,8.85,12.5,4.8,0.4124,0.292,1.8084,-1.8049,22.65604,0.4954,0,0.0,prs_2,prs_2,3.92874,5.767,1,0.5819,2.6786,0.1195,-0.2457
1103,3662.2,3666.3,3666.5,3670.4,2025-08-08 16:54:27.470000,4.3,3.9,8.2,7.317,1.1026,0.5244,0.271,-0.2952,3.39531,0.063,2,0.7,prs_2,prs_2,3.91238,0.868,0,0.6056,2.6452,0.1091,-0.0326
1104,3670.4,3672.325,3671.8,3674.25,2025-08-08 16:54:35.687000,1.4,2.45,3.85,15.584,0.5714,0.3636,0.4049,-0.4079,5.07255,0.2892,0,0.0,prs_2,prs_2,3.86876,1.311,0,0.6245,2.6524,0.1633,0.4772
1105,3674.25,3675.5,3675.25,3676.75,2025-08-08 16:54:39.584000,1.0,1.5,2.5,24.0,0.6667,0.4,0.2248,-0.2224,2.81611,0.2248,0,0.0,prs_2,prs_2,3.65537,0.77,0,0.6456,2.6,0.1928,1.0022
1106,3676.75,3679.475,3678.95,3682.2,2025-08-08 16:54:42.079000,2.2,3.25,5.45,11.009,0.6769,0.4037,0.3184,-0.3304,3.98902,0.1447,0,0.0,prs_2_PRS-SHORT-11-Boundaries,prs_2,3.86876,1.031,0,0.6397,2.7786,0.1818,0.2777
1107,3682.2,3684.05,3683.35,3685.9,2025-08-08 16:54:47.483000,1.15,2.55,3.7,16.216,0.451,0.3108,0.3136,-0.2829,3.92874,0.2727,0,0.0,prs_2_PRS-SHORT-11-Boundaries,prs_2,3.86876,1.016,0,0.6489,2.7905,0.1849,0.5901
1108,3685.9,3687.6,3686.8,3689.3,2025-08-08 16:54:51.171000,0.9,2.5,3.4,17.647,0.36,0.2647,0.155,-0.1258,1.94137,0.1722,0,0.0,prs_2_PRS-SHORT-11-Boundaries,prs_2,3.86876,0.502,0,0.6482,2.5167,0.2008,0.6656
1109,3689.3,3692.275,3690.1,3695.25,2025-08-08 16:54:54.594000,0.8,5.15,5.95,10.084,0.1553,0.1345,0.4368,-0.3918,5.47191,0.546,1,0.45,prs_2_PRS-SHORT-11-Boundaries,prs_2,3.91238,1.399,0,0.6442,2.5548,0.1915,0.242
1110,3695.25,3696.425,3695.9,3697.6,2025-08-08 16:55:00.587000,0.65,1.7,2.35,25.532,0.3824,0.2766,0.3329,-0.3733,4.17125,0.5122,0,0.0,prs_2_PRS-SHORT-11-Boundaries,prs_2,3.91238,1.066,0,0.6408,2.6643,0.1935,1.0699
1111,3697.6,3698.55,3698.2,3699.5,2025-08-08 16:55:02.868000,0.6,1.3,1.9,31.579,0.4615,0.3158,0.2571,-0.3108,3.22125,0.4285,0,0.0,prs_2_PRS-SHORT-11-Boundaries,prs_2,3.92874,0.82,0,0.6161,2.7333,0.2464,1.3186
1112,3699.5,3701.575,3700.5,3703.65,2025-08-08 16:55:04.786000,1.0,3.15,4.15,14.458,0.3175,0.241,0.3123,-0.2373,3.91238,0.3123,1,0.25,prs_2_PRS-SHORT-8-Organized,prs_2,3.92874,0.996,0,0.6046,2.7619,0.3747,0.3519
1113,3703.65,3704.35,3704.15,3705.05,2025-08-08 16:55:08.993000,0.5,0.9,1.4,42.857,0.5556,0.3571,0.2856,-0.2671,3.57816,0.5712,1,0.75,prs_2_PRS-SHORT-8-Organized,prs_2,3.92874,0.911,0,0.5411,2.4881,0.1785,1.6893
